0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,label
1,0.527451494,7.349959276,0.881694741,0.29,0.028260333,83.38999939,3.376097171,259.6879883,582.8150515,278.8651639,244.2474365,0.84,-7.452392578,418.1422811,0.069413712,-0.215748369,0.54,0.124653747,0.68500221,0.913638177,0.465254437,0.48,1336876.453,2.673126173,6.759742424,0.105752002,3.015496993,0,180.5439055,424.1344127,-0.533715511,110.1109496,0
2,1.261891102,5.009141024,0.932850812,0.31,0.037940312,34.97000122,3.706506353,259.9771423,410.8819796,640.1962682,230.8752877,0.86,-5.287322998,338.2554344,0.18171354,0.048719636,0.46,0.117710109,0.825150731,0.411630911,0.71420844,0.65,833982.2404,-9.014169693,6.672935607,0.002890147,-8.238448143,0,289.6115992,1031.067128,0.619667279,307.1969386,0
3,0.546254826,6.719979937,0.933696903,0.29,0.125963522,67.25,3.586186657,259.776001,495.3356956,335.3661291,221.3527134,0.86,-2.540893554,272.9817257,0.106785831,0.02807198,0.44,0.103704879,0.846675902,0.884255729,0.602241643,0.37,832986.7033,-9.397480869,6.801960418,0.207660277,-9.239224434,6,189.7415513,1016.585164,0.674542315,76.26265661,0
4,0.512304212,0.503480627,0.927585492,0.28,0.133953636,126.4300003,3.073208619,259.4240112,701.4434902,72.09358411,229.3178013,0.81,-1.359100342,299.6295118,0.414785428,-0.065890656,0.53,0.094382601,-0.180789092,-0.907154979,0.590484874,0.9,832190.7757,-2.206496191,6.815983689,0.026149387,-2.684857797,0,278.0076748,1038.700803,-0.621199557,55.35435211,0
5,0.314504922,0.868267591,0.034135236,0.25,0.119680357,102.2200012,3.48120992,259.6000061,939.1535758,105.9803555,248.3193534,0.85,-2.553100586,474.7064018,0.528162851,-0.323615208,0.51,0.071330069,-0.184283788,0.143433613,0.357587244,0.59,1453855.414,-4.769249916,6.62809496,0.201557621,-4.194162535,0,192.0771004,207.8025591,-0.082456448,156.813438,0
6,0.637112696,2.067423811,0.889036021,0.3,0.069731675,104.9100037,3.628434089,259.6000061,686.0265683,480.1358872,219.8856899,0.84,-1.469268799,282.5659943,0.675324209,-0.016288255,0.48,0.091458178,-0.035620303,-0.857793215,0.64229535,0.69,832191.5181,-1.371159315,6.731462439,0.729427686,-1.643140614,0,182.9781179,1038.215731,-0.893324518,79.06844796,0
7,0.542627852,3.962572131,0.960536704,0.27,0.065797023,56.49000168,3.603092519,259.8137207,688.0618386,571.6443336,220.9385463,0.85,-4.548950195,271.8974623,0.761518496,-0.068934517,0.47,0.087937514,0.019557228,-0.842729062,1.000954501,0.52,829804.9167,-7.206546783,6.758371277,1.008289635,-7.863516188,4,230.1780147,1033.027299,0.312778548,112.2797963,0
8,0.450922103,0.491945293,0.247072551,0.24,0.118140468,86.08000183,3.3671984,259.725708,756.6003636,59.26062738,243.0986677,0.87,-6.088256836,440.9224646,0.318096551,-0.286914781,0.52,0.068128112,-0.219860024,-0.879483032,0.447158822,0.65,1453853.335,-5.59213686,6.699825083,0.535809603,-5.106832027,0,148.1155199,223.8593608,-0.624407785,106.7695952,0
9,0.458934306,0.761001734,0.019139264,0.23,0.113864509,91.45999908,3.256957673,259.6754194,763.9514339,11.728471,243.5259138,0.82,-6.496276855,417.1653238,0.793140877,-0.346221036,0.56,0.070150297,-0.149379523,-0.904090718,0.430572871,0.59,1453174.394,-5.866751862,6.715066352,0.507711271,-5.931155825,2,201.2068718,233.4557708,-0.399735944,111.7689245,0
10,0.392641586,7.643467315,0.971631142,0.25,0.108770519,118.3600006,3.253165877,259.5119934,1063.279423,934.7823074,207.0606777,0.81,-0.191192627,319.0707472,0.035347472,-0.109944335,0.46,0.080046553,-0.124438416,-0.659905558,0.836041912,0.38,830603.9417,-8.178592682,6.656351508,0.021091368,-8.183381081,0,158.1540744,1045.708683,1.116799262,129.9971159,0
11,0.56675876,7.998619055,0.942099519,0.24,0.132948996,115.6700058,3.610600431,259.4240112,743.3467952,132.5400596,234.4970703,0.81,-0.506286621,386.7281665,0.043994513,0.034869604,0.49,0.101354456,0.232740045,-0.899519613,0.593068298,0.4,832193.8203,-8.310274124,6.786669461,0.087911684,-8.513781548,2,126.6172046,1022.041119,0.620624832,494.9288727,0
12,0.85608591,6.272619955,0.538241935,0.23,0.043158618,26.90000153,3.542229435,260.0399954,624.6910199,365.78268,221.4333671,0.88,-3.852691651,339.4590699,0.391199584,0.063467876,0.43,0.108112226,-0.211453708,-0.920161649,0.5612917,0.63,833587.1487,-8.449137688,6.827596784,0.169878465,-8.485290432,8,194.3039306,1017.120736,1.066616824,143.3370567,0
13,0.712318082,5.316691731,-0.056949961,0.26,0.045028243,32.27999878,3.635326704,259.9520089,584.4023067,223.3859906,213.9260428,0.89,-2.304382324,195.9102903,0.377188909,-0.126083177,0.4,0.093265999,0.135167409,0.747960016,0.662730156,0.39,833785.1665,-8.265262699,6.762991095,1.036277455,-7.794084263,2,161.9047372,1013.946846,1.163486154,11.77795664,0
14,0.393818231,7.474789702,-0.232141516,0.22,0.064638062,78.01000214,3.470808598,259.776001,951.69398,894.1651532,249.9923706,0.85,-3.865966797,521.6134689,0.064209091,-0.198969246,0.42,0.097452588,0.884902534,-0.136470151,0.418848251,0.9,1453851.581,-9.516951561,6.630633186,0.848037113,-9.422380543,5,189.2303427,247.1677227,0.630249622,198.5974732,0
15,0.438301374,6.872452103,-0.041300068,0.22,0.094884201,59.18000031,3.483424175,259.8137207,1082.783792,220.5461902,247.0245361,0.85,6.504974365,378.5025286,0.147333389,-0.318016414,0.4,0.101645878,0.928288253,0.86724775,0.440172377,0.49,1453849.908,-9.758766174,6.672043168,1.175940658,-9.742724895,2,243.7957723,352.7288627,1.600499856,112.9896415,0
16,0.511062262,6.902499809,0.162292117,0.24,0.084804962,48.42000198,3.476345049,259.9017203,880.617604,110.9023639,239.8038592,0.85,-11.52984619,442.3170353,0.39106652,-0.177560523,0.45,0.104608689,0.890354046,0.897374707,0.415370488,0.56,1455206.614,-9.115922832,6.696120537,0.464928958,-8.65647583,2,208.5972155,248.7129019,0.355443149,80.49183557,0
17,0.507374853,6.730771443,0.961587424,0.27,0.097997149,75.31999969,3.815974939,259.776001,60.32159782,665.1678586,219.9183873,0.82,-4.109802246,326.6642383,0.28485884,0.018050372,0.45,0.105497718,-0.15521123,-0.838026967,0.763284862,0.38,835380.4849,-7.810604239,6.832054796,1.594485689,-8.046193457,0,161.8844694,1014.663124,0.141832595,71.66028019,0
18,0.566802759,6.463339359,0.924661084,0.27,0.131712878,83.38999939,3.727118478,259.7131348,499.5251384,734.3548381,217.7080427,0.83,-0.577392578,391.0317305,0.021087181,-0.069805251,0.46,0.111633668,0.01893095,-0.884356353,0.567492788,0.68,833783.0323,-8.715851498,6.775093683,1.292900868,-9.469067574,2,173.9118714,994.8336665,0.683592482,179.5557826,0
19,0.345345898,7.502962846,0.060376758,0.21,0.089120646,67.25,3.332920324,259.776001,908.6744129,403.7995615,246.2005615,0.82,-5.723724366,450.5262632,0.203847933,-0.293111335,0.46,0.118427733,0.876526543,0.85494155,0.415653802,0.4,1455210.988,-9.076418877,6.579884263,1.44436257,-9.107064152,7,270.8995475,198.2669246,0.591080511,78.27223334,0
20,0.365472455,7.127682881,0.316931948,0.21,0.122734779,64.55999756,3.269956125,259.8011475,790.9774643,172.029393,245.3210013,0.87,-3.195800781,455.6127311,0.246167428,-0.227656082,0.39,0.107638923,0.905708339,0.793943781,0.48260901,0.37,1453857.181,-9.950302124,6.568680281,0.03963494,-9.914867973,4,281.1494854,223.3538865,0.502973895,173.6067426,0
21,0.429578245,8.020996727,0.855964013,0.23,0.019568557,75.31999969,3.42375862,259.6879883,1017.22411,549.8088615,214.4840786,0.85,-2.171783447,308.6381061,0.445561269,-0.096887227,0.43,0.081515311,-0.451785233,0.759999819,1.078766772,0.53,801677.8805,-5.753266811,6.764659393,5.988165639,-5.95102768,4,137.5242908,785.835407,0.036296042,226.7865841,0
22,0.654318943,6.151593186,0.326322036,0.24,0.038816438,34.97000122,3.360421399,260.0902797,327.8358506,319.6503337,215.4519217,0.87,-8.423767089,257.6319312,0.303902122,0.009549245,0.4,0.098608142,-0.147476224,-0.892819027,0.732021075,0.98,834579.3799,-7.711723328,6.801300518,0.319532167,-7.753861714,11,153.9401889,982.9817104,1.206916985,113.1796706,0
23,0.609819238,6.131994167,0.875010764,0.31,0.102313582,59.18000031,3.065856141,259.8514405,888.8548199,270.3116177,225.1848493,0.84,-3.890991211,250.0632552,0.151472239,-0.113723772,0.45,0.08663915,0.845022211,0.892643415,0.536044845,0.51,833782.4119,-9.782708168,6.730467551,1.182186902,-9.837774277,0,155.7770345,986.6043238,0.738084476,213.2120321,0
24,0.4347486,7.622026422,0.139227835,0.21,0.096023877,72.63000488,3.433239526,259.776001,401.1729747,709.9851799,245.3580584,0.82,-0.834350586,427.8461451,0.111155138,-0.153364353,0.49,0.092719452,0.931887599,0.443030379,0.563293174,0.37,1451144.441,-9.569623947,6.693114888,0.529742667,-9.376412201,7,136.6207428,246.2344689,0.43306321,343.3476034,0
25,0.534193024,6.937081274,0.055403799,0.23,0.093789762,51.11000061,3.594269154,259.9017203,905.6879663,175.7528472,236.2943377,0.84,-1.99508667,483.6502623,0.326582349,-0.143530161,0.45,0.1112297,0.902872412,0.882948499,0.473282026,0.54,1455206.294,-9.52173996,6.630988691,3.278599886,-8.875305176,0,193.0382042,241.2095462,0.558423591,306.9713952,0
26,0.552595131,6.973586783,0.912551172,0.28,0.030382329,67.25,3.363239906,259.8011475,1216.961115,212.6557126,221.559797,0.87,-4.634094238,332.0752712,0.382276387,-0.17436397,0.4,0.096501285,-0.162702745,0.888705375,0.706884687,0.58,832191.1728,-7.54891777,6.754893578,0.408548254,-7.682992935,0,179.5599593,992.0683153,0.785298133,77.23699535,0
27,0.528574135,6.836075396,0.921123853,0.27,0.0527791,48.42000198,3.710161531,259.8640137,836.5847548,402.9319578,221.358163,0.86,-0.616302491,412.7587246,0.340995988,-0.088445999,0.42,0.082029367,-0.117743821,0.882149565,0.708666126,0.52,832187.7787,-7.677965116,6.776519025,1.409758397,-7.742848396,2,183.2536191,994.0202458,1.155585357,75.76128397,0
28,0.59060419,6.742280188,0.005697298,0.23,0.103152579,43.04000092,3.514684655,259.9519958,468.9064801,401.7879736,243.06924,0.86,-3.619384766,458.5872837,0.327650642,-0.223006501,0.41,0.10309904,0.936138414,0.866779546,0.500874012,0.34,1452500.3,-9.517191124,6.677034205,8.055455322,-9.515036678,9,200.4261254,247.2140839,0.764372818,387.3394789,0
29,0.827156062,4.727683394,0.400273005,0.25,0.021313085,24.21000099,3.480071123,260.1405727,1093.445511,341.6809849,237.8976005,0.89,-4.067840577,430.8289182,0.303121073,-0.136073852,0.5,0.08586337,0.788422135,-0.891258232,0.425812051,0.83,1455205.319,-8.610267258,6.628052693,2.827033524,-8.279149055,2,162.9587024,236.8859763,0.741963069,127.5768857,0
30,0.340742031,7.170923555,0.112614613,0.21,0.123933041,56.49000168,3.677019778,259.776001,510.9450994,125.3913713,235.1259504,0.89,-6.489868164,398.1455464,0.14762526,-0.256149729,0.44,0.09776538,0.306932606,0.845078998,0.57516795,0.38,1452498.142,-9.447519302,6.623688446,1.418928733,-9.507135677,5,234.0764648,262.7899651,0.802344865,342.300906,0
31,0.419886289,7.561186447,0.101831791,0.26,0.131409066,99.52999878,3.459834493,259.6000061,1004.501065,781.7771656,246.0229056,0.87,2.89352417,439.9964608,0.031624703,-0.265456588,0.46,0.080805192,0.679517737,-0.187992936,0.428717823,0.35,1453854.048,-9.264363671,6.584145773,0.939485795,-9.768342972,8,340.1514251,229.1728151,0.371292783,158.1814349,0
32,0.694066914,6.455234914,0.869979184,0.27,0.028759744,43.04000092,3.425209373,259.9519958,1190.35869,372.48926,248.5842024,0.86,-1.288757325,485.5834019,0.090549374,-0.163087233,0.44,0.084282436,-0.076838925,0.8979564,0.391282643,0.35,1455198.892,-9.394847393,6.688324562,0.691772357,-9.315838814,4,170.7453868,364.8673525,0.474674441,201.6213183,0
33,0.525252978,6.649950792,0.188664804,0.24,0.083563769,118.3600006,3.009785012,259.6000061,985.276041,257.1083957,249.9923706,0.82,-2.760162354,522.6839929,0.081146721,-0.258187711,0.47,0.101443597,0.018558237,-0.904171498,0.587756349,0.37,1455211.618,-6.595307207,6.435187007,0.562218497,-6.902483463,0,352.7612221,296.9490618,0.032896314,214.2210051,0
34,0.53785973,5.584037358,0.399976978,0.26,0.085758709,83.38999939,3.361142456,259.6879883,996.5081642,457.9112045,249.9923706,0.84,-1.982116699,574.9037352,0.339077223,-0.21640244,0.44,0.109747783,0.003935362,-0.900562433,0.395038163,0.37,1455211.581,-6.828023672,6.439591189,1.70948988,-6.734889174,0,416.6738145,283.5409123,0.111617741,199.9441486,0
35,0.587935447,5.623654466,-0.094738496,0.23,0.096193819,94.15000153,3.009274795,259.6000061,1089.478712,413.6495198,249.9923706,0.82,-2.316894531,439.9127642,0.056860677,-0.313337635,0.5,0.102872403,-0.063917613,-0.894181866,0.415492466,0.51,1455205.26,-9.006986618,6.636230302,0.229632133,-8.888473415,0,358.8756969,250.264478,0.113006315,120.9330274,0
36,0.563845633,6.196760898,-0.262345784,0.23,0.099154777,99.52999878,3.27472628,259.6879883,1107.359923,334.6494676,249.9923706,0.85,-1.564178467,454.1406514,0.073060123,-0.176883146,0.42,0.101524328,0.288821685,-0.8986287,0.490704687,0.36,1455204.058,-9.119514465,6.666892455,0.0017817,-7.263289595,0,302.988571,247.0656903,0.562972621,450.2453731,0
37,0.5255079,5.01567684,0.907717273,0.29,0.044823462,40.35000229,3.568272249,259.9017203,985.1279282,341.4917724,249.0899222,0.86,-2.055969238,399.103342,0.323499015,-0.192046031,0.5,0.110252125,0.924528626,0.883658165,0.398456171,0.38,1335656.216,-8.757271481,6.766848566,0.583244895,-7.319074631,0,209.0730574,414.5948228,0.245453622,89.85806349,0
38,0.448132213,7.630835652,0.941782673,0.26,0.143855527,69.94000244,3.775471746,259.7131348,728.0609249,467.7555048,249.8844692,0.84,-3.5597229,430.3372631,0.295758799,-0.202531887,0.45,0.103738059,0.296141885,0.866966345,0.631525064,0.57,1332611.157,-9.293333339,6.775562743,1.143549144,-9.51072712,3,161.1250629,426.592271,1.095538769,147.7259219,0
39,0.601097757,6.346173235,0.46074371,0.23,0.02555477,24.21000099,3.510529796,260.0525687,732.3416423,520.3855415,236.7531913,0.87,-4.065856933,454.6836006,0.26620897,0.024174903,0.43,0.109262153,0.968285657,-0.856678355,0.48159121,0.56,1336876.376,-8.469728088,6.835092363,0.240285671,-8.719682693,2,166.659576,383.9194532,-0.221463652,108.2361859,0
40,0.553173065,6.954125919,0.928167262,0.28,0.087583286,59.18000031,3.743051051,259.8011475,733.3775265,384.3236981,249.9923706,0.84,-0.4006958,416.7554901,0.426943566,-0.220194285,0.45,0.097968193,0.837253366,-0.735355172,0.563922211,0.64,1334437.566,-9.616550255,6.844552918,0.054914358,-9.904572582,4,317.1614753,416.3805805,0.302962285,268.0399396,0
41,0.579322385,6.896795445,0.937190011,0.3,0.038596338,48.42000198,3.36952827,259.8640137,777.4199788,223.9108985,221.5608869,0.83,-6.084442138,282.4312538,0.475580988,-0.024208698,0.47,0.11084794,0.894903592,0.641511759,0.580223477,0.4,833784.3183,-9.000521946,6.805755017,0.074922573,-8.276755333,9,182.475419,1018.876936,0.790517555,36.54656412,0
42,0.582003563,7.220799596,0.943394683,0.26,0.042999263,83.38999939,3.478817993,259.776001,374.8259188,34.11164573,219.4377354,0.84,-2.699127197,306.6688155,0.005246878,-0.01646138,0.44,0.099571495,-0.093359069,-0.872787715,0.644577044,0.38,834180.3695,-7.874289751,6.761230139,0.061419996,-7.573578024,9,178.3332879,1014.323666,0.854203272,80.59633661,0
43,0.686777324,4.909397699,0.884237228,0.29,0.049281854,48.42000198,3.385576457,259.9017203,619.3193136,817.8209387,220.0371879,0.86,-2.67288208,217.9859535,0.223491335,0.042557645,0.43,0.086322914,0.852596257,-0.863906912,0.579927272,0.38,833786.2408,-7.404308081,6.77272749,0.012643239,-6.944142533,0,151.2631174,1023.270428,0.212748704,124.3599596,0
44,0.579750714,4.472492511,0.90659646,0.27,0.034067407,51.11000061,3.668468457,259.8891514,133.7976641,469.6604033,219.6840559,0.85,-0.952606201,342.1140373,0.108037923,0.037360492,0.43,0.095203038,0.923662793,0.401107967,0.813629307,0.33,835179.8937,-8.090007782,6.772120164,0.717627339,-7.829039574,0,291.1698685,1020.723895,0.347638137,144.8989812,0
45,0.470112847,7.263380176,0.127264248,0.24,0.101616554,56.49000168,3.396290949,259.8765782,488.8530749,116.7992313,215.6404768,0.85,-4.094848633,282.564172,0.125014909,-0.157092512,0.41,0.113561899,-0.063174361,-0.883017634,0.812885999,0.37,830598.5757,-9.651745129,6.844301407,0.756670488,-9.615113735,5,166.3186191,1008.35414,0.464618797,75.30799609,0
46,0.495709558,6.833740046,-0.313986769,0.25,0.03967607,53.80000305,3.19895422,259.8640137,1098.723849,75.2337087,248.3531407,0.87,-1.880340576,393.0359989,0.014347444,-0.166103011,0.45,0.100077226,0.96154435,0.605911997,0.406159131,0.48,1455205.022,-9.272743225,6.646371334,1.82709482,-8.908345604,2,179.4288265,224.8501059,1.254561669,224.1950665,0
47,0.622812335,7.094459426,0.935478805,0.29,0.010815782,59.18000031,3.69107227,259.826294,288.4451302,666.1815456,212.0252337,0.86,-2.587432861,336.8087448,0.009661907,-0.073491231,0.46,0.085727301,-0.116664613,0.9275769,0.715014303,0.36,834578.878,-8.083782864,6.793552902,0.705185468,-7.982986593,3,156.5562324,1024.354186,1.202799039,128.699416,0
48,0.596284954,6.935223474,0.873498008,0.3,0.024241743,48.42000198,3.632588948,259.8891514,579.5396488,381.0069801,219.0628052,0.88,-5.017089844,283.9198978,0.189030439,0.001634111,0.49,0.098560805,0.740933191,0.692587209,0.586287122,0.37,832985.1268,-8.303091049,6.782008719,0.296719194,-8.507795239,6,198.5862025,1007.369167,0.876182052,94.54301609,0
49,0.715141074,3.423098569,0.595797341,0.3,0.040936686,61.87000275,3.417695028,259.8137207,353.3019617,553.1164378,232.0131574,0.85,-3.028259277,227.3040771,0.038119143,0.013010003,0.54,0.143638015,-0.222360286,0.576292772,0.858957565,0.37,834979.6459,-7.046135568,6.884794329,1.495729667,-6.488286495,0,160.6391131,1018.421956,0.224145098,68.99233761,0
50,0.633247622,5.062498011,0.866710649,0.29,0.052590843,80.70000458,3.590562891,259.776001,248.1151048,475.290848,242.9591588,0.86,-4.977111816,275.2494344,0.264532036,-0.041583555,0.4,0.145129794,0.824763194,-0.469028431,0.558052511,0.36,833784.0975,-6.535212803,6.799028371,1.412646169,-6.870880031,2,204.2932437,1011.683617,0.463182247,99.35181642,0
51,0.488616421,7.38433846,-0.050933828,0.24,0.056453123,96.84000397,3.839103445,259.6879883,1046.031514,769.9302395,249.9923706,0.88,-0.838623047,484.8017844,0.033004371,-0.125350897,0.44,0.096977396,0.780630532,-0.796863442,0.41755545,0.33,1455207.606,-9.627084732,6.662342834,1.862451816,-9.229647636,4,360.744741,215.8000105,0.77351865,156.5404771,0
52,0.445992314,5.948620382,0.040608089,0.24,0.06743655,72.63000488,3.491203355,259.8640137,855.3286555,373.8130484,242.0545306,0.84,-1.43234253,372.2119636,0.010278065,-0.21459855,0.45,0.078274248,-0.113240017,0.895308681,0.541612254,0.35,1456026.796,-9.797073364,13.76068865,1.42592788,-9.689333916,2,294.066709,1197.348021,0.721803949,77.05958529,0
53,0.693618506,6.557676711,0.871697302,0.29,0.087170047,51.11000061,3.423580748,259.9017203,20.14816593,377.1387773,206.3740321,0.85,-2.430267334,289.5638593,0.083341154,-0.122627409,0.48,0.092254263,0.867938427,0.916153898,0.783975396,0.37,834980.3723,-8.872911453,6.754616668,0.148152645,-8.749370289,2,196.4723354,1020.550916,0.668892093,136.7928784,0
54,0.359477803,7.764931824,-0.073215198,0.23,0.055194299,145.2600098,3.392842095,259.3359985,641.7562757,1111.590266,233.9553833,0.8,6.094512939,396.8410724,0.00948194,-0.209889285,0.4,0.063174872,-0.236962665,-0.90464039,0.5036107,0.38,1452501.787,-8.562383652,6.540942356,0.097093289,-8.647856712,3,126.2924986,224.3817534,0.861864542,446.7146728,0
55,0.547156193,7.964173219,-0.260267266,0.23,0.034273407,104.9100037,3.739511487,259.6000061,714.559063,197.7055174,238.9471871,0.86,1.529693604,355.0158001,0.02521057,-0.164421079,0.47,0.076805113,-0.142122795,-0.893666452,0.447898204,0.45,1452500.396,-8.52886467,6.593792032,0.01680376,-8.217378712,7,199.1443005,249.7473157,0.586770916,174.2715945,0
56,0.45691687,7.964244501,-0.167769673,0.24,0.089119803,104.9100037,3.662277086,259.6000061,1009.77535,717.7966373,249.0245274,0.86,-2.740325928,383.6062604,0.076878614,-0.188588692,0.45,0.098929324,-0.2052109,-0.789433186,0.451317203,0.36,1455206.913,-7.80509758,6.5781903,0.715931529,-7.773972988,2,168.3943303,235.210508,0.922916894,68.36472426,0
57,0.814903443,8.931339283,0.345432058,0.23,0.140935603,217.8899994,3.525691419,258.9840088,1018.948353,198.9847019,247.2120013,0.75,-4.055023193,477.947123,0.190619624,-0.18044053,0.45,0.092289863,0.022587703,-0.848009497,0.375072605,0.88,1455206.986,-7.522581577,6.659772885,2.618926596,-7.139509201,6,154.2992917,201.9412262,0.382689266,94.59023802,0
58,0.510118603,8.076029234,-0.28162872,0.22,0.084290882,110.2900009,3.681466909,259.6000061,1113.343875,253.2115198,248.9743914,0.82,-2.982940674,483.0376491,0.117301042,-0.304838607,0.46,0.095219087,-0.321452605,-0.88530036,0.412529899,0.65,1455205.4,-7.455304575,6.62994542,0.001130199,-7.497203064,2,284.1632223,235.7773858,1.161187861,128.9561997,0
59,1.543868788,6.396597163,0.914684695,0.27,0.029143473,32.27999878,3.691899088,260.1154262,673.5208499,466.5013635,227.4921962,0.85,-10.65414429,410.0687102,0.304836336,-0.053047342,0.46,0.094446298,0.811047988,-0.842126974,0.481451052,0.54,1337488.004,-8.175720119,6.769236938,0.679431892,-8.341398239,8,191.9472012,398.3068115,0.427125608,213.9287252,0
60,0.598765946,4.953179122,0.403850522,0.25,0.040992692,37.65999985,3.801534373,259.9520046,564.7034192,771.9445666,240.5569894,0.86,1.849212646,397.5488765,1.96E-05,-0.040250987,0.49,0.090982704,0.698758314,-0.828846852,0.543339516,0.47,1336570.516,-8.94928608,6.877818818,0.083170259,-8.896853447,0,260.7259846,364.4727828,1.083519929,132.1119598,0
61,0.41727474,7.062454159,0.946620342,0.24,0.102422276,67.25,3.869007759,259.8011475,619.3659767,737.8802323,246.9166347,0.86,-2.714080811,461.8829394,0.008002186,-0.139498301,0.46,0.08734506,0.485787845,-0.828019249,0.673057292,0.65,1333219.545,-8.494627953,6.77323365,0.054034495,-8.515936184,4,242.8569529,426.508224,1.415212567,150.1222886,0
62,0.525011644,5.108781766,0.922609822,0.29,0.065588045,80.70000458,3.642386018,259.6879883,714.1056838,615.395807,249.9923706,0.85,-2.37197876,473.8069676,0.018220709,-0.108102327,0.41,0.087841823,-0.174996581,-0.812195787,0.522110422,0.95,1335655.942,-5.367321396,6.795860515,0.42867614,-4.619372511,2,264.4546994,392.8894806,-0.384891863,313.3880836,0
63,0.817167319,6.61256533,0.502480543,0.31,0.041497592,37.65999985,3.655217772,259.9268668,915.5001263,250.5335163,249.2850167,0.87,-4.284362792,456.3892424,0.228236456,-0.193129514,0.47,0.110843922,0.818357405,0.871759646,0.35502316,0.51,1336571.803,-8.412266827,6.713278424,1.114873009,-8.748652172,4,310.0942234,410.0775245,0.370430892,158.2621127,0
64,0.629601498,6.26661924,0.372900022,0.25,0.085549489,64.55999756,3.639920722,259.8388672,966.9788117,582.5497471,249.9923706,0.86,-5.65109253,415.111466,0.364077977,-0.165942443,0.42,0.117719469,0.822802554,0.870978797,0.414331258,0.39,1455207.552,-6.837121821,6.56052093,1.274846,-7.905653954,0,224.3163628,224.0263231,-0.413574366,288.0873196,0
65,0.694774302,7.128571724,0.339241546,0.23,0.026770158,48.42000198,3.517785475,259.9268581,821.5660042,112.7982023,231.9946289,0.86,-3.204345703,427.0701856,0.716216411,-0.241775815,0.41,0.10814007,0.905074033,0.866801145,0.406356029,0.38,1453855.565,-9.027816295,6.567158445,0.349779536,-8.787198639,5,230.4604872,226.5695185,1.273811054,180.2974197,0
66,0.380256189,6.649036678,0.199607943,0.23,0.046335476,43.04000092,3.570097238,259.9519958,736.1767729,540.6525498,227.1129063,0.86,-3.748931885,388.1588953,0.469029273,-0.296238007,0.41,0.099247437,0.883138207,0.853342783,0.447670819,0.4,1453854.379,-9.157103062,6.675687822,0.144636724,-8.359115601,4,335.5121057,226.7453147,0.493732263,275.371508,0
67,0.426965659,7.309236251,0.35151629,0.21,0.080533147,56.49000168,3.358925867,259.8640137,1061.271216,338.5277819,246.7335292,0.84,-3.916320801,480.5291974,0.134026367,-0.30278701,0.43,0.112239117,0.981079323,0.851051889,0.427864044,0.55,1455208.954,-9.182242489,6.657307536,1.01420078,-9.10036087,11,254.3564288,222.5195996,0.969986866,80.53622789,0
