0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,label
68,0.524247736,6.913791685,0.112080221,0.22,0.056448698,48.42000198,3.631787141,259.8891514,810.7545617,215.5496507,248.2746669,0.85,-9.969940187,456.8158017,0.766449142,-0.274062051,0.36,0.152022438,0.96403221,0.90533219,0.402068967,0.38,1453855.075,-9.17697525,6.604915392,2.807264558,-9.384312916,6,259.6863584,230.0502527,-0.300232899,482.1908502,0
69,2.027882182,7.451239314,0.559775352,0.33,0.027778664,78.01000214,3.759841299,259.8640137,1043.073439,592.1701107,249.9923706,0.82,-6.8359375,470.9722638,0.267039233,-0.032296555,0.49,0.117130042,0.934759911,-0.894009646,0.476039396,0.6,1455210.545,-8.300697327,6.343600263,0.496864038,-8.851363182,15,243.3659321,187.65882,0.345866384,137.960249,0
70,0.507796694,7.288865194,0.160928057,0.22,0.078034271,53.80000305,3.46791699,259.9017203,711.5495024,404.0864487,245.8637783,0.85,-9.812164306,430.8886518,0.382567179,-0.29523649,0.46,0.132711254,-0.138002652,0.747814814,0.464778898,0.36,1453856.032,-8.90954237,6.554152899,1.704777484,-8.787677956,4,233.2036114,213.3486146,0.280073697,107.7481926,0
71,0.558333823,7.146269102,0.347773319,0.21,0.062881379,45.72999954,3.695186418,259.8891514,731.7333914,582.983915,222.5167411,0.85,-0.375976562,359.3104347,0.082177096,-0.304987827,0.4,0.10966721,-0.313975204,0.878575581,0.524730293,0.56,1455080.508,-8.204929352,10.62736224,0.002894027,-8.197746277,0,224.0840085,1063.043667,1.515290204,175.2143184,0
72,1.553358523,5.86352691,0.373449513,0.33,0.124302606,56.49000168,3.21815851,259.8011475,1006.25678,201.8363491,234.6605574,0.82,-3.584289551,358.4657056,0.26943777,-0.156678182,0.43,0.102142429,0.800718736,0.888468946,0.444278499,0.38,1455208.171,-8.929174805,6.253867949,0.049686641,-9.265799904,0,298.1775989,206.8918382,0.411802688,112.4603808,0
73,0.617888277,6.746577636,0.947355823,0.28,0.045474163,59.18000031,3.466727109,259.8011475,875.274842,420.9218879,220.2268328,0.84,-1.672363281,279.8995029,0.39305378,-0.135233165,0.46,0.095039309,0.803605368,0.759682447,0.721511998,0.56,830601.6501,-9.06205368,6.724437994,0.546252763,-9.320387936,4,210.8839637,1025.403728,0.646530221,204.9767152,0
74,0.539296516,4.32038901,0.876889792,0.29,0.092987564,64.55999756,3.744679676,259.776001,565.2024131,362.7418035,226.7020089,0.83,-3.111114502,299.8784851,0.322554016,-0.064374846,0.56,0.088562074,0.665423798,0.883013113,1.13024111,0.36,830601.6423,-8.379705429,6.742553397,0.850702559,-8.03494072,0,306.1729378,1035.754824,0.321541297,66.1370945,0
75,1.053449102,4.823865362,0.822807103,0.17,0.082468864,51.11000061,3.421097973,259.826294,313.7547417,755.5476574,223.7178258,0.91,-1.655273437,335.024475,0.531577711,-0.17840702,0.51,0.136466888,0.850598628,0.510624408,0.662473616,0.54,832411.1735,-9.40681839,27.1407274,0.000479025,-6.944142437,0,190.6878782,1168.965143,0.459303646,21.63286188,0
76,0.436358087,7.788539817,-0.002492256,0.24,0.097290045,80.70000458,3.664207837,259.776001,1090.358816,486.7840561,249.9923706,0.84,0.273132324,566.6451275,0.047513296,-0.195124345,0.41,0.094908578,-0.106869424,0.884574259,0.443830685,0.35,1453851.956,-9.044336128,6.59507259,0.120308768,-9.040744972,5,146.3817103,194.4403839,0.942836634,282.9850356,0
77,0.458509238,7.101741605,0.05427012,0.22,0.100823956,56.49000168,3.354021085,259.8514317,771.0054577,261.0630636,248.2888358,0.87,-4.797210693,424.8422171,0.223045562,-0.039997373,0.42,0.091785618,0.920510217,0.903178792,0.48543181,0.37,1452495.472,-9.940725327,6.651909329,1.305544105,-9.962991047,6,256.5412122,260.6103042,1.089265989,44.68139293,0
78,0.559774572,2.731058582,0.949805733,0.29,0.031462416,118.3600006,3.346399765,259.5119934,548.0110403,207.9998782,209.639413,0.84,-1.745147705,344.4137287,0.187151634,-0.143538127,0.55,0.075426509,-0.141393227,-0.879688207,0.605676394,0.5,833786.8586,-3.605667591,6.790597865,0.04235052,-3.136643577,0,198.0925735,1042.918415,-0.344525591,53.52856853,0
79,1.052079786,1.94851679,0.24791235,0.25,0.022396471,32.27999878,3.740837987,260.0274222,538.9029324,315.5545195,206.2410627,0.88,-2.055358887,276.8708191,0.450717437,-0.123077955,0.44,0.074242218,-0.107123359,-0.896516797,0.632445976,0.69,833784.9051,-1.201649833,6.852463288,0.430938504,-1.130302584,2,163.2817962,1036.551503,-1.144380478,239.7491622,0
80,0.391161879,4.622768122,0.946562579,0.3,0.031717469,110.2900009,3.754859622,259.6000061,333.6185408,37.77396642,247.5760324,0.82,-2.20123291,342.4941719,0.108808135,-0.276122183,0.57,0.085486705,-0.256259261,0.841692213,0.497899096,0.41,1132986.911,-5.455906773,6.606394358,0.500604568,-5.42765522,0,196.4804215,1138.497739,-0.822743497,98.89437927,0
81,0.630727601,1.720712502,0.176496051,0.25,0.07086434,91.45999908,3.497519179,259.6879883,905.8063074,249.9235553,245.9891183,0.82,-0.112609863,466.6336073,0.356669597,-0.115222707,0.57,0.07088623,-0.306715636,-0.895600011,0.406031538,0.5,1455210.261,-7.170394373,6.589896353,0.877955449,-4.432625007,0,243.1817077,196.1589729,0.003782871,133.1568913,0
82,0.482860471,1.777389584,0.891520055,0.29,0.032691848,78.01000214,3.601463894,259.725708,647.5129042,191.0218327,248.9318848,0.84,-3.238830566,362.7691951,0.870994359,-0.260115459,0.46,0.114855645,-0.226522643,0.366104325,0.463750917,0.41,1132379.333,-8.067980671,6.590590165,0.131324799,-8.087373829,0,266.7769012,1158.832346,0.010917568,105.2133563,0
83,0.518159649,1.967855831,0.885816383,0.27,0.086418868,123.7400055,3.41345422,259.4240112,286.474052,112.4514654,246.9308036,0.8,-3.01864624,340.5941829,0.765709693,-0.17560617,0.51,0.092873649,0.610585251,-0.913396472,0.504731305,0.98,1131159.943,-8.377311707,6.591663796,0.078052019,-8.346905041,0,223.3664234,1134.998695,-0.31110257,91.00249054,0
84,0.496289176,1.817870339,0.05179745,0.25,0.067719816,121.0500031,3.496871224,259.4240112,340.291601,56.62732766,248.6626761,0.79,-2.221679687,394.9091382,0.856178377,-0.287667794,0.61,0.092038915,-0.215757674,-0.900042763,0.468936111,0.49,1132378.61,-8.377790069,6.694428217,0.392369353,-8.343792915,0,190.0495562,1145.60039,0.392313855,102.7204997,0
85,0.398989601,2.966024508,0.923864688,0.27,0.051559747,104.9100037,3.52495055,259.612575,599.0539389,16.0127934,243.1161063,0.84,-2.517395019,378.8619481,0.89108934,-0.262130989,0.58,0.084771708,-0.26858326,-0.850799327,0.555710053,0.46,1131157.957,-4.854722834,6.597274401,0.019339268,-4.841794157,0,149.354168,1129.405814,-0.312443476,66.38422619,0
86,0.50062035,1.395467111,0.066975614,0.23,0.056301105,75.31999969,3.296487576,259.776001,921.3971611,54.37478821,248.2060024,0.84,0.038757324,479.4521202,0.285347402,-0.121792753,0.6,0.103793276,-0.151761518,-0.884603067,0.347693474,0.42,1455207.766,-6.607996464,6.653581639,0.123715129,-6.890991306,0,143.6290238,207.5668934,-0.403327169,42.74544511,0
87,0.545698466,1.768530695,-0.024726525,0.26,0.040619879,96.84000397,3.331217023,259.6879883,869.5181015,139.6735823,247.3002842,0.85,-4.039611817,437.6436549,0.330003797,-0.098074854,0.52,0.080970049,-0.179558772,-0.905707026,0.352859951,0.51,1455206.922,-3.086604834,6.618382998,1.165510938,-2.930981636,2,185.4988742,208.5119811,-0.479654401,3.14643655,0
88,0.597540768,1.484546611,0.263156471,0.25,0.066466574,72.63000488,3.636869795,259.776001,992.9291493,33.54867116,247.6981027,0.83,-4.415283203,443.8801307,0.565551312,-0.173387,0.58,0.082916554,-0.175085179,-0.903152257,0.448449395,0.6,1455547.127,-4.612190103,6.653690604,0.152842258,-3.161782789,0,339.5723112,211.3624923,-0.53347611,34.7469252,0
89,0.452690099,1.226812574,-0.104178552,0.25,0.060506124,104.9100037,3.804166368,259.6879883,644.9883194,128.4798285,247.7340698,0.85,-5.525512696,465.453987,0.420143542,-0.182651276,0.55,0.081189223,-0.188320697,-0.894949742,0.409833783,0.44,1456563.413,-6.124368,6.568620291,1.584541879,-6.798335457,0,272.6878017,197.0696558,-0.245309722,91.71389984,0
90,0.557655775,0.841950146,0.924530374,0.3,0.106665239,83.38999939,3.659947216,259.6879883,744.9907725,404.5409858,207.2775704,0.86,2.087249757,225.0535332,0.225433777,-0.146795343,0.5,0.056001512,-0.18320304,-0.839307988,0.945183575,0.6,829804.8472,-2.726516938,6.765354555,0.0191238,-2.616622949,0,156.2028753,1028.697918,0.144298501,94.06934229,0
91,0.576819676,6.974087487,0.942182285,0.27,0.080071263,72.63000488,3.48555129,259.7382813,782.3926312,460.3117029,218.1559972,0.83,-1.522216797,386.2122508,0.228794975,-0.002553953,0.46,0.089441117,0.895054075,0.889244394,0.792984025,0.54,829810.8333,-9.413043117,6.742866173,0.311458922,-9.796354771,0,168.9200971,1042.263208,0.97606813,35.17384981,0
92,0.594424292,5.990764844,0.452665668,0.24,0.056024772,37.65999985,3.757910549,259.9520089,429.1004114,448.5362031,220.0622558,0.88,-4.112701416,381.6190978,0.361157082,-0.104466353,0.42,0.104186473,0.872850623,0.793905904,0.779390482,0.39,830604.9919,-9.103952027,6.824941061,2.203699278,-9.361328125,0,176.3437372,1032.980276,0.533236641,157.3259564,0
93,0.679154883,6.226779564,0.868975236,0.29,0.065369603,61.87000275,3.56546139,259.8891514,1081.747014,180.3331604,249.1378784,0.85,-5.991058349,231.4154968,0.201495484,-0.242478666,0.42,0.112002782,0.279327903,0.848379971,0.580952316,0.38,1455212.119,-7.896077156,6.416309831,1.731396976,-7.873092794,0,251.3522024,234.4289206,0.126509631,101.2033542,0
94,0.534295804,6.095111859,0.713182889,0.22,0.060134358,56.49000168,3.284074754,259.826294,782.6964189,182.864653,239.6327427,0.87,-2.679290771,371.486923,0.602302573,-0.247617623,0.49,0.100040684,0.01924742,0.847238419,0.464847338,0.57,1453855.622,-8.659588432,6.65101279,0.04088451,-7.203434467,2,177.1929909,218.1808795,0.011013293,32.86244889,0
95,0.485895507,1.248657916,0.935317045,0.29,0.028635688,207.1300049,3.630042902,259.4240112,495.5013249,76.901042,212.0513916,0.8,0.271301269,379.41818,0.448931039,-0.031696384,0.56,0.05260824,-0.307816,-0.757978149,0.69581006,0.48,833787.6889,-7.809885979,6.738465995,0.43694828,-7.663839484,0,128.1332445,1037.388309,-0.094331407,105.6316895,0
96,0.535388092,0.647867426,0.933684665,0.29,0.093899546,102.2200012,4.028322813,259.6000061,361.1974811,110.4704136,211.6775513,0.83,-3.085632324,291.9745386,0.474788831,-0.151291445,0.51,0.058483377,-0.297686823,-0.78170965,0.608789112,0.38,833786.8603,-4.749617147,6.711672101,0.218618661,-4.927985334,0,182.9644889,1038.46491,0.395474386,171.2466133,0
97,0.465567598,6.784346361,0.229769605,0.25,0.069374964,53.80000305,3.37222997,259.9519958,620.2196756,515.7532486,231.4213344,0.84,-7.122497557,333.4599615,0.331786422,-0.149660611,0.37,0.083995204,-0.133623434,0.853213721,0.45586255,0.4,1453848.517,-3.873818231,6.546418578,0,-3.303519464,2,344.6408693,226.9896724,2.234460603,174.6438297,0
98,0.572339454,1.896647624,0.921737669,0.27,0.117121916,121.0500031,3.419908091,259.5119934,493.2124759,74.15994396,225.0638689,0.81,1.947021484,346.8386012,0.003576059,0.028852358,0.61,0.080096179,0.031966654,-0.913099457,0.714161668,0.37,832989.5868,-7.43710866,6.707914752,0.473919198,-7.456262255,0,146.5560574,1046.655517,0.095432682,112.704683,0
99,0.465192031,6.600639037,0.949559325,0.28,0.075087063,69.94000244,3.639754023,259.8137207,535.5298018,154.8647111,224.722726,0.85,-11.40975952,309.164149,0.224901475,-0.091722916,0.42,0.114196363,0.90568856,0.890884793,0.627103777,0.38,831794.6383,-8.614337921,6.751830752,0.18723296,-9.0237463,0,161.8547078,1032.250733,0.55784899,89.1062343,0
100,0.349247443,6.236281252,0.889661437,0.27,0.092107354,99.52999878,3.668635156,259.6879883,905.9563345,260.3825408,244.1973005,0.83,-6.359863281,480.6581981,0.013193211,-0.21374249,0.52,0.092788414,0.173679708,-0.118756144,0.500394149,0.37,1456227.855,-8.546821117,6.579930415,0.005174014,-8.042123318,2,252.0538,198.981757,0.207816701,131.5994326,0
101,0.485636473,7.521290152,0.956939188,0.26,0.107198782,96.84000397,3.788001375,259.6879883,1039.46816,875.8543496,246.4250837,0.85,-5.657348632,493.9692278,0.498245767,-0.114966949,0.52,0.088837132,0.818394536,0.74629083,0.370924566,0.03,1454189.714,-8.715851975,6.565851022,1.525832202,-8.354566479,6,303.4327902,229.9080455,0.054587774,278.8752787,0
102,0.53990775,0.718242343,0.146534399,0.27,0.052835012,72.63000488,3.575028246,259.776001,734.7778764,74.24090999,248.1558663,0.86,-5.92163086,355.5206725,0.348669361,-0.187902055,0.57,0.093255137,-0.198524664,-0.79193798,0.862092929,0.37,1456560.167,-6.188771963,6.669853993,5.882032169,-6.454528284,0,152.3147589,221.684917,-0.410845022,12.93054331,0
103,0.459090211,5.081595705,0.085797709,0.24,0.065834012,67.25,3.841755252,259.9519958,382.716371,544.6395154,222.5102016,0.86,-6.800537109,275.307809,0.242061064,-0.149758525,0.42,0.049271445,0.709030725,0.26422066,0.541359614,0.56,1451144.732,-8.738356972,6.652487638,0.311461978,-8.734286976,0,364.5740437,246.8959768,-0.364349613,195.1276652,0
104,0.488591017,6.776729285,0.44290028,0.26,0.073381953,64.55999756,2.980421409,259.8011475,725.564752,776.2606188,230.4818289,0.85,-3.092041016,392.6210856,0.020977916,-0.300620973,0.43,0.059155137,0.153157232,-0.684394597,0.516316919,0.58,1452499.188,-8.004773807,6.611655741,0.000859145,-8.58225565,7,236.1505854,244.9187102,0.11262321,221.7054975,0
105,0.517860157,6.459565011,0.919563823,0.27,0.126164572,99.52999878,3.46222642,259.6000061,964.3441086,227.8343095,249.8441424,0.83,-1.967163086,480.2932302,0.004904448,-0.20095023,0.44,0.072322765,0.195768968,-0.812055047,0.776205063,0.37,1455544.659,-8.324399758,6.637031968,3.307946608,-7.035122394,6,200.9267373,221.5270188,0.34447767,92.08885469,0
106,0.39121453,7.498615499,0.47753287,0.21,0.123507193,88.77000427,3.131709857,259.6879883,530.5366587,230.5945951,218.3925084,0.87,-2.255859375,346.8699153,0.087911891,-0.322078023,0.44,0.068263888,0.148104595,-0.893240871,0.752219089,0.4,1451146.552,-7.661445284,6.666068538,0.032261014,-6.389645481,6,117.0461404,255.420466,-0.049512167,643.6115482,0
107,0.39454652,4.855754332,0.92999086,0.25,0.137807505,104.9100037,3.61269788,259.6000061,322.7979507,96.83626776,66.60134452,0.84,1.349029541,87.77098891,0.099367064,-0.021882462,0.25,0.062070279,0.022318899,-0.80488681,0.422618066,0.38,1453873.694,-8.161833763,6.207546001,0,-7.386112213,0,207.6519317,664.0953375,1.99604594,92.16373835,0
108,0.428254001,3.285979834,0.94701464,0.28,0.081313665,94.15000153,3.520135157,259.6879883,279.135632,59.11259953,93.20068358,0.82,0.906982422,119.1123459,0.099386833,-0.027801876,0.24,0.035092874,0.91162626,-0.828257513,0.431332769,1,1454552.608,-7.228094578,6.003432658,0,-6.596025467,0,181.1336139,828.7614126,1.681878772,52.66452138,0
109,0.304054019,6.479324085,-0.019923586,0.23,0.095730517,96.84000397,3.165926776,259.6879883,627.8360715,869.809725,241.9575283,0.86,-6.014709472,423.3539795,0.212622577,-0.281999306,0.49,0.063206999,-0.312255933,0.076916561,0.525850829,0.41,1451151.861,-7.880754423,6.558932895,0.284157031,-6.58405447,2,298.0729551,220.981852,-0.098210227,184.4664923,0
110,0.52364042,4.956962186,0.040383553,0.27,0.132525534,104.9100037,3.513711365,259.6000061,984.3640282,357.8984946,245.9596906,0.86,-3.211212158,437.7498017,0.200115132,-0.282252684,0.53,0.088558519,-0.227396029,0.884346857,0.691404064,0.46,1455209.61,-6.390124321,6.607924915,0.01492329,-7.26975379,0,335.7009593,206.8488643,-0.061818216,124.906099,0
111,0.513881137,0.964942166,0.945402127,0.26,0.040696648,96.84000397,3.704993342,259.6879883,939.9993994,69.56963431,246.6256278,0.84,-6.574859619,418.8973432,0.098164468,-0.253495779,0.57,0.074582866,-0.336921274,-0.637757963,0.512037551,0.45,1455207.086,-5.355829239,6.54394918,0.253934413,-5.426697683,0,217.4324561,209.0327792,-0.308660531,85.42101035,0
112,0.55523947,4.521275995,0.887104225,0.28,0.037980247,96.84000397,3.588465442,259.6000061,878.2266677,179.9342656,241.2120274,0.85,-4.599609375,419.0110053,0.072584718,-0.150182535,0.51,0.079635366,-0.152412364,0.945242484,0.484894058,0.47,1455206.204,-3.253720045,6.563205288,0.563514833,-1.953668594,0,246.9981488,208.0497731,-0.957632797,18.91467732,0
113,0.407163206,3.111559857,0.935759607,0.26,0.046692639,99.52999878,3.476561225,259.6879883,836.5864376,21.16868954,242.4883161,0.86,-4.359283448,459.1273096,0.203574293,-0.256326144,0.6,0.062461304,-0.156124977,-0.459810152,0.42309583,0.48,1453850.737,-5.017767811,6.622021294,0.991346728,-2.04704237,0,128.4868821,232.6533731,-0.885902481,27.29923034,0
114,0.436492744,2.441824441,-0.143319415,0.25,0.041207765,78.01000214,3.77691386,259.776001,850.5144438,255.7301247,246.018546,0.83,-4.367523193,418.3813883,0.063780716,-0.278287794,0.46,0.124010371,-0.180359082,-0.860613228,0.450297369,0.55,1455208.11,-6.066906929,6.483983043,0.016148674,-5.965153456,0,195.296055,206.2370191,-0.867227812,85.0171563,0
115,0.625474762,6.127559376,-0.230058405,0.26,0.035715774,48.42000198,3.926770025,259.9142892,790.7340999,555.0081448,248.4730312,0.84,-0.455169677,429.1470209,0.339838615,-0.143330998,0.43,0.11704306,-0.047432704,0.865275122,0.430290404,0.38,1336269.1,-7.805337,6.74430744,1.323682227,-8.257361985,0,262.3614848,413.3243489,0.738323889,10.41530947,0
116,0.425683416,7.771643323,0.121413029,0.23,0.101916604,91.45999908,3.197512374,259.6000061,1019.756727,682.144299,249.9923706,0.84,-0.531768799,334.8869307,0.090234146,-0.222301509,0.43,0.111631149,0.856511958,-0.566664689,0.398970858,0.38,1453853.215,-9.676165962,6.571591056,0.328731258,-9.53299303,4,348.3980871,221.7458113,0.726352937,317.2339081,0
117,0.366564683,6.872455642,-0.067632569,0.23,0.123439708,83.38999939,3.526629068,259.6879883,997.6085317,465.7231258,249.8190744,0.86,-6.350097657,393.5255758,0.291671079,-0.276502823,0.44,0.12131035,0.748396864,0.8612419,0.516664978,0.39,1452837.625,-9.466673183,6.550845675,0.137373313,-8.150819969,2,274.3511416,225.2099196,0.303728423,233.3737487,0
118,0.579215779,6.542922138,0.092056619,0.24,0.027844081,69.94000244,3.418121607,259.8640137,407.9986859,252.2300106,228.9232526,0.88,-10.08087158,349.0517236,0.564182907,-0.158080619,0.39,0.079116708,0.944772623,-0.835499745,0.772608022,0.42,1451147.298,-8.359354877,6.597276226,4.437254393,-8.099823618,4,244.3131131,239.7200831,-0.208295558,69.5451109,0
119,0.459121854,7.789980875,0.554356061,0.22,0.083831627,156.0200043,3.063547169,259.2479858,694.6583587,560.7983576,228.2169887,0.8,11.99859619,482.0265314,0.080467135,-0.269312772,0.45,0.057464316,-0.072835823,-0.886841128,0.622266962,0.37,1451144.481,-8.233659744,6.67921,0.051970831,-8.36294651,6,161.7631206,255.5032565,1.12137228,133.2369975,0
120,0.601104527,6.114860019,0.931484214,0.23,0.093628584,83.38999939,3.019632485,259.6879883,548.2923141,657.062709,248.6397879,0.83,-6.668701172,473.7834964,0.264855925,-0.230696011,0.42,0.114688474,0.777935435,-0.882972205,0.731975428,0.39,1332006.483,-8.915767288,6.731662377,0.039465756,-8.149623013,0,165.5198641,473.3938567,-0.542430352,134.8619427,0
121,0.559652619,3.15448062,0.955769392,0.23,0.046816999,96.84000397,3.696868601,259.6879883,562.5549812,321.5776571,249.9923706,0.85,-5.16998291,432.3431072,0.652028636,-0.12854297,0.51,0.104628992,-0.073045528,-0.887806488,0.478647017,0.52,1336877.959,-6.085342408,6.73868965,0.588610333,-5.721423769,2,137.0630501,431.6775843,0.090069728,63.47613532,0
122,0.430184766,6.597688911,0.935665565,0.23,0.104274852,102.2200012,3.235185747,259.6879883,829.3096832,58.10835692,249.9923706,0.83,-2.743988037,548.2319712,0.024521182,-0.146283085,0.52,0.102698306,0.267415896,-0.907896219,0.478114941,0.97,1336880.153,-8.862616062,6.743509473,1.110338322,-8.902359772,2,410.0463449,448.9173601,0.685507811,111.8550146,0
123,0.415138364,1.641705668,0.892585195,0.27,0.015014316,64.55999756,3.521713112,259.826294,1050.654977,103.6460095,246.5460641,0.86,-1.798248292,407.716127,0.246215466,-0.187799583,0.42,0.069891839,0.165385836,0.900308931,0.650909914,0.38,1455205.855,-6.07528677,6.5473272,1.571672976,-5.307945251,0,205.1505208,215.3907575,-0.116501808,116.6333112,0
124,0.54757341,6.425975218,0.88836042,0.28,0.043318595,69.94000244,3.436562913,259.776001,865.7366757,300.1566556,239.3471854,0.84,-5.429077148,398.4550946,0.251245427,-0.213992226,0.46,0.081223692,0.135284268,-0.783882694,0.438962586,0.65,1452500.675,-7.830236483,6.577261108,0.671994457,-7.985380793,4,227.3939087,238.0074423,0.033135784,234.7448515,0
125,0.567103242,5.910766251,0.902523605,0.25,0.04318904,80.70000458,3.713448861,259.776001,762.1146023,673.217545,248.2049125,0.84,-3.830718995,398.2935333,0.078826301,-0.167696142,0.46,0.149876813,0.848156872,0.8929062,0.390630987,0.33,1455208.726,-9.543288231,6.502625195,0.666902008,-9.461884499,0,350.4912643,216.6173153,-0.467012985,87.42849888,0
126,0.429591193,5.17837365,0.382238652,0.25,0.054364415,53.80000305,3.560491878,259.9897155,746.887375,572.1279064,236.0469273,0.84,-4.147796631,433.8749672,0.104110914,-0.109085666,0.45,0.080303428,-0.196008365,-0.877161713,0.648474946,0.73,1453854.835,-6.360436249,6.594730453,4.127329579,-6.457401467,2,197.4930184,226.4645657,-0.656681613,50.8585274,0
127,0.46770443,4.224378538,0.314788011,0.23,0.088809343,67.25,3.619257513,259.776001,757.7393665,990.7432935,215.9216745,0.86,-3.23638916,375.5585545,0.984763887,-0.280255285,0.43,0.088453655,-0.271212564,0.871702718,0.345955058,0.56,1453173.216,-7.273584843,6.740225933,1.42556827,-7.817786836,4,176.2564383,341.5071336,0.167689848,20.84527898,0
128,0.5969709,3.690052131,0.228340736,0.21,0.030102186,32.27999878,2.973389941,260.0399998,548.0665401,371.5846096,186.9397845,0.89,2.433929444,180.3916119,0.041880967,0.023362757,0.38,0.055376353,-0.173411513,-0.86241766,0.878129854,0.63,830144.1783,-8.317696285,56.72475302,0.093731408,-8.532695389,0,159.0013768,1131.640034,1.136192432,109.2942862,0
129,0.567421631,2.144621213,0.9287711,0.29,0.030638608,48.42000198,3.576122325,259.9017203,585.9495444,250.4377787,217.4431937,0.85,-2.496643066,257.914553,0.244424197,-0.023732476,0.49,0.082806754,0.077666372,-0.924645232,0.824679051,0.54,830599.2141,-2.63841033,6.764230589,4.173830045,-3.045663953,0,188.5006934,1019.456003,-0.490667677,557.8521293,0
130,0.720002434,5.599230319,0.837142244,0.29,0.018185747,53.80000305,3.341785934,259.9017203,286.5541799,183.8792732,214.6192278,0.86,-2.943115234,251.5593632,0.409914915,0.067067087,0.45,0.103422437,0.829034029,0.870650745,0.595502344,0.42,833787.3865,-8.038292742,6.659967758,0.59033365,-7.782831192,0,183.415857,1134.127217,0.746847272,127.855401,0
131,0.258122889,5.550075292,-0.174222196,0.22,0.13358201,80.70000458,3.241035368,259.776001,623.3609682,385.4440458,237.2164045,0.85,-8.079376221,450.7043469,0.054646787,-0.365312551,0.43,0.062271922,-0.220613249,0.620525809,0.43572518,0.36,1451822.748,-7.412448406,6.590536429,0.401823627,-7.256825447,0,213.8424557,234.2026323,-0.492774544,449.0882799,0
132,0.420218231,1.602373718,0.286504561,0.23,0.090555217,78.01000214,3.321456123,259.776001,774.9026928,408.8007166,238.8676235,0.84,-4.659881592,475.0665017,0.843080235,-0.287075912,0.47,0.070609097,-0.294256396,0.583483943,0.494471739,0.56,1452497.239,-5.161898613,6.685496591,0.670189231,-4.022019339,0,364.8827447,236.8172984,-0.636091537,157.1320953,0
133,0.668655415,2.267299301,0.924520378,0.26,0.11823666,78.01000214,3.478442498,259.776001,1045.368746,542.8649247,249.4550432,0.84,-2.86315918,437.8535343,0.115170672,-0.21499229,0.46,0.097279409,-0.178062286,0.475233351,0.410515851,0.52,1455207.349,-5.846640587,6.650329527,1.642175145,-6.961859608,2,393.4309028,213.9907708,-0.397150166,61.60224295,0
134,0.651760154,5.670197806,0.885792782,0.27,0.088596229,75.31999969,3.386464213,259.776001,948.1716258,836.8933672,248.373849,0.84,-3.168792724,439.7903803,0.017048267,-0.317529484,0.49,0.089774954,0.032005217,0.889985884,0.39346738,0.36,1455211.912,-8.56908722,6.494838222,0.350547888,-8.716091538,2,367.7927452,185.55152,0.082695739,293.6859115,0
135,0.547103637,3.496372266,0.508184515,0.25,0.064364201,91.45999908,3.507742562,259.6879883,773.9326793,278.1856665,247.0539638,0.85,-4.267578124,436.7826281,0.269203319,-0.234639249,0.52,0.093247714,-0.346052452,-0.402778727,0.441919749,0.5,1453178.662,-8.169015884,6.573923497,1.712235519,-7.642770529,0,255.4406434,213.2385087,-0.324414327,161.6799654,0
