1,"[-0.5123367238480034, 0.5776857163993281, 0.6754096493821995]","[-0.501632693152644, 0.6025366051238245, 0.6527078849171778]","[-0.5606469711968455, 0.6079698245411785, 0.6256861106878585]",0.0828,-0.535752058793730,0.583589658589198,0.649896944881354,"[-0.5363051451182385, 0.5781798871772152, 0.6277900848469835]","[-0.5388824159196655, 0.5964579871677789, 0.6915137785474414]"
2,"[0.46183778146144994, 0.15411904901461532, 0.6226744632771158]","[0.4520655650754412, 0.1794396153780674, 0.5783729705639918]","[0.505253288685783, 0.1913247970018788, 0.6199751649244085]",0.0775,0.484821967171613,0.183265519575167,0.605907280367975,"[0.49216917984524283, 0.1883156674042701, 0.5870442609174686]","[0.47674775595000196, 0.2068728683014724, 0.6455271197389225]"
3,"[-0.060643949578288475, 0.6580770878656033, 0.516580842405653]","[-0.04084585509443529, 0.646874350822946, 0.4864959425065305]","[-0.10010598399559698, 0.6444719821911258, 0.4871213340985465]",0.0751,-0.0722134769316893,0.643776390272555,0.491295386767604,"[-0.06525686985491666, 0.6446003698420353, 0.4632615033375003]","[-0.08448612341865244, 0.6782385082836822, 0.5039824755708764]"
4,"[-0.29515990144823845, 0.4032153486401552, 0.7574154141922145]","[-0.3154449373581433, 0.3758030010065885, 0.7404775870725657]","[-0.30671252739176114, 0.4438137711589015, 0.7145242880138991]",0.08,-0.308565567147614,0.407870104013319,0.727153829961394,"[-0.2933783946579136, 0.411092442191495, 0.7162573395194056]","[-0.3417465955904513, 0.41122034319841955, 0.7569926244591991]"
5,"[0.7911458107400096, -0.2351987590740528, 0.3855880622651389]","[0.8282498545908892, -0.2035925106787611, 0.39553485994127957]","[0.8142745978596504, -0.25763428241069014, 0.3578525561084628]",0.07239,0.826916358290196,-0.235207670685210,0.388134209385204,"[0.8268507390237624, -0.2199470502799804, 0.3640722589205208]","[0.8264163653002454, -0.2440894707490811, 0.4171550176385909]"
6,"[0.4220624889233209, 0.42698396628105445, 0.48742159540243124]","[0.46162809991683235, 0.3905002524335818, 0.49283883387480376]","[0.46509245122261245, 0.46026579980280097, 0.5050591664555355]",0.0762,0.459772341409182,0.429330129422672,0.494555164869711,"[0.45959703434838856, 0.43460797688005404, 0.4768382435998735]","[0.4592736746458625, 0.42695405931422725, 0.5301428318548124]"
7,"[0.6348907482374226, 0.17116366452306375, 0.17095342395397523]","[0.6368314006989605, 0.20314815259579969, 0.16488962580940553]","[0.6811263876965489, 0.19001266766804611, 0.1632137551855621]",0.07366,0.662123974080156,0.189716457840869,0.192616584349190,"[0.6628872245632498, 0.18153974867495884, 0.16014835557232246]","[0.6692158266816629, 0.19658235544551506, 0.22625240847100553]"
8,"[0.7300678475303002, 0.4550661350959134, 0.44985707263652797]","[0.7294701151871961, 0.47923156360461017, 0.4828131173706631]","[0.7731986872240382, 0.4717922947597054, 0.4452944286187203]",0.07873999999999999,0.756795782101682,0.455980397101571,0.478186467219735,"[0.7605846885747256, 0.4682817424741202, 0.45185521825679864]","[0.7493672094023069, 0.44878270435109807, 0.5070529340192131]"
9,"[0.19140092633590194, 0.563839004430242, 0.24636636133330084]","[0.12866849391425328, 0.589675889575448, 0.23231721122663573]","[0.16089521164581547, 0.6244439146323826, 0.2068918013418132]",0.08,0.170075714158054,0.591461378538924,0.227916291994489,"[0.1663706585502706, 0.5774064565267649, 0.18846611491821533]","[0.17635920364576232, 0.5995961669375753, 0.2577032100477124]"
10,"[0.14030270307504603, 0.5370758371461068, 0.11972952187132015]","[0.148027255646713, 0.585154013916119, 0.08738568065561507]","[0.17965557043367011, 0.5332738757157237, 0.12461768673053383]",0.073,0.164074225691390,0.555554003600108,0.0977839208304195,"[0.1685321314484714, 0.5397852748278152, 0.0691152836729011]","[0.15831095275249396, 0.5724530385465492, 0.12329621092058529]"
11,"[0.25841390324891556, 0.5546351429953653, 0.11873313348741091]","[0.2253912231613086, 0.5454380692503066, 0.097639869100509]","[0.2283382701176408, 0.5949584981012366, 0.07032796252245427]",0.07200000000000001,0.248418101312778,0.569663885089485,0.0906330233530404,"[0.2312394295763986, 0.5539872873460757, 0.07734726635975622]","[0.26517163891862455, 0.5820220834535708, 0.10844090899402373]"
12,"[0.1629181830507742, 0.8240325762096246, 0.204290692443409]","[0.19120515106071906, 0.7856515679228022, 0.18669193402009643]","[0.2083150989662064, 0.8080057159215535, 0.2132950872281934]",0.0717,0.193474993759579,0.817528171543856,0.187007567458476,"[0.1919990139522832, 0.8013633331192401, 0.16514660801287834]","[0.19707619376601462, 0.8259769607275083, 0.2147157055478769]"
13,"[-0.08747515466354276, 0.8678124043309333, -0.11436090170251557]","[-0.10192358832562837, 0.8687921614698753, -0.1408689068029127]","[-0.04592036932022285, 0.8760032878310596, -0.13329658141339013]",0.0724,-0.0737509360874617,0.868676534305262,-0.137754676387023,"[-0.06795515677171166, 0.8638025984748442, -0.15032681291249805]","[-0.08595531892754892, 0.9094087545928856, -0.11783505229812934]"
14,"[0.7047532055711745, 0.4911509335592411, 0.16966501515949864]","[0.7209306760399246, 0.5440208086538333, 0.15200401073660524]","[0.7517117792136019, 0.5254536931080338, 0.18897572453247735]",0.0737,0.733030873203709,0.511847900649856,0.157362694447273,"[0.7193611857385752, 0.5318258932328368, 0.13790962609784285]","[0.7438466747260889, 0.49420691611963996, 0.17162222533044239]"
15,"[0.7604282389467626, -0.2850844779872113, -0.029266056326307244]","[0.7588715276928657, -0.30071925405371747, -0.07058731117313165]","[0.7841429783903078, -0.33189708456806355, -0.03465222540473046]",0.08,0.790378723271737,-0.298633319579478,-0.0445812172864839,"[0.7791544637437111, -0.3167035868321967, -0.0702586492719875]","[0.7966734326608231, -0.2858295472218635, -0.008056365582773034]"
16,"[0.8311814156491497, -0.3674993345272396, 0.17561815544010465]","[0.8378829759105569, -0.32820170603213034, 0.17685136570175825]","[0.8706792387278256, -0.38745879136555184, 0.17479388776766258]",0.0737,0.862500828152144,-0.350749839573839,0.183634726507445,"[0.8558946669974016, -0.3503745176848192, 0.14297568632911042]","[0.8671519370159929, -0.34643987458444503, 0.21961238412045825]"
17,"[0.7173497089367594, 0.03489989813287517, 0.08356819494280683]","[0.7497544451082294, 0.02694202721556091, 0.10478517544813508]","[0.7111429739311231, 0.06013946112024158, 0.09268145995054108]",0.06860000000000001,0.741565640296959,0.0529884517280149,0.0957363486617689,"[0.7365379520947398, 0.05027244656813835, 0.07423064702553583]","[0.740566248608893, 0.05060006727696514, 0.1355765587074685]"
18,"[0.6772915509081282, 0.05982346628517243, 0.14458256193428015]","[0.677757983221547, 0.08537273046081245, 0.16925831302503494]","[0.7158630974005417, 0.04791579448053215, 0.14623537704187817]",0.0737,0.703946604245399,0.0819668130722436,0.150561173227546,"[0.6795245239101831, 0.09233392416814411, 0.13261502865382208]","[0.724915794946581, 0.06890080257785114, 0.17904810010226568]"
19,"[0.9173884253298675, 0.1015504408926382, 0.44210722164406635]","[0.9301583820460904, 0.14820351374128393, 0.44866490687508853]","[0.923052843937709, 0.12904973644859954, 0.47355966172462044]",0.0673,0.942144650647375,0.116137533536153,0.456455157955144,"[0.9416840731605288, 0.1233715573495885, 0.42319115312315664]","[0.9362830534500182, 0.10472184438027901, 0.5011184506525487]"
20,"[0.8714024495479394, -0.14080678677552472, 0.5268425315409688]","[0.8598343771522582, -0.1842500132880587, 0.5357425816841436]","[0.9055065775127538, -0.1523329786332352, 0.5100121467198433]",0.0737,0.886389273168658,-0.169917995350265,0.537334901542794,"[0.886827011068996, -0.16607906350726526, 0.5012240243390857]","[0.8740015516938258, -0.17819589605588576, 0.5664762727473643]"
21,"[0.8456108094666461, -0.14947591083822687, 0.6211842214689399]","[0.8934440702627267, -0.12591729341624575, 0.5843745200890028]","[0.8615591692841733, -0.1553267440578136, 0.5836369375321014]",0.0767,0.880283002506413,-0.150788719143867,0.613312327836560,"[0.8612356985682484, -0.1244174633784876, 0.6028467573299696]","[0.8933117545031268, -0.18341819127963516, 0.6218225769769257]"
22,"[0.280915090749493, 0.676817549350627, 0.244440667560455]","[0.282835376981238, 0.633258410251243, 0.226748814215288]","[0.303278969710369, 0.620762203379038, 0.22633645007937]",0.07440000000000001,0.310026018830310,0.655963488864161,0.239164012267106,"[0.30014977494651, 0.653396927600979, 0.201825185191363]","[0.318786469240795, 0.659849357859557, 0.278718385980794]"
23,"[0.462966824982735, -0.354392114034542, 0.433365191007483]","[0.446926632085277, -0.333103083958134, 0.426853710863823]","[0.409867888707437, -0.333587688505234, 0.406684866211522]",0.081,0.433088649120230,-0.361305015521485,0.412328474557168,"[0.438940505587423, -0.335714394647259, 0.400689210705238]","[0.427216079709877, -0.376133044574541, 0.430762130308911]"
24,"[0.403975260437464, -0.405559985295691, 0.462879575040486]","[0.402220761689074, -0.414330996874884, 0.400082641039486]","[0.392936361358923, -0.401963049958676, 0.442190285059305]",0.08710000000000001,0.427471496964601,-0.415257832899489,0.435058367533039,"[0.416973630659688, -0.443609011913486, 0.437259917537065]","[0.431478479290355, -0.374967231455969, 0.438403052794234]"
25,"[0.8252246540669204, 0.047820914426317626, 0.4244798272068298]","[0.8336821809165433, -0.00932481740384842, 0.4255694557849461]","[0.8237698869473686, 0.007334451301391771, 0.46121243350756624]",0.0768,0.843208013023028,0.0230544651333254,0.440345733711360,"[0.8268407105566128, 0.02605248433985461, 0.4119731829176411]","[0.8447249869424829, 0.020888613744227513, 0.4725354440979568]"
26,"[0.5990226299400526, -0.14056749429033322, 0.7763426712482717]","[0.5460001330636686, -0.15728106819696724, 0.7786710480831585]","[0.5801679192820833, -0.1692674029633694, 0.7657496355379922]",0.06860000000000001,0.573589252624659,-0.154824651850866,0.797011420665752,"[0.5719354405784198, -0.15451998749094836, 0.7701637235708675]","[0.5719922700282344, -0.155064310150481, 0.8249237627704555]"
27,"[0.7111985125499305, 0.38104605997364727, 0.6066051631420201]","[0.7395296764994098, 0.3568707445017749, 0.6085828064156297]","[0.7276202190700976, 0.40965106400490614, 0.5762451926750004]",0.0699,0.745066399962103,0.393705425047525,0.604432646480469,"[0.7503691534858169, 0.3718412317927611, 0.5873478341131231]","[0.741398437322315, 0.42199686142459614, 0.6298129017845562]"
28,"[0.36603696103376876, 0.6806437826429788, 0.433676029842046]","[0.4051264356040736, 0.6703105834470158, 0.4158191968950874]","[0.38403902330508655, 0.7251901760879031, 0.43379517378404464]",0.0692,0.395281433603876,0.693309033623688,0.439591736696401,"[0.3897433313513949, 0.69355415632437, 0.4098145418230431]","[0.3966058087459995, 0.691945648581128, 0.4686513309958197]"
29,"[0.55948381792826, -0.238711252765686, 0.387785762860296]","[0.58558714692433, -0.207193285808491, 0.374953909629092]","[0.629098171111346, -0.266102689394825, 0.371656924031476]",0.0788,0.594694254570160,-0.244188960186786,0.383061519933638,"[0.582938595696463, -0.265323166056205, 0.358476388346399]","[0.599780288532208, -0.223454599327803, 0.410651078318998]"
30,"[0.8083575330554522, -0.17407077410046612, 0.15946000257181397]","[0.8486777043962453, -0.17339893483251723, 0.19182648635220198]","[0.8458039212324757, -0.2283497722350698, 0.17110459364502556]",0.07239,0.834716980298001,-0.197045786754510,0.171005556086698,"[0.8320756338273547, -0.20084601541340694, 0.15625442866798134]","[0.8298322955753499, -0.1999433938955203, 0.20047362497563537]"
31,"[0.18578804852555203, -0.667255398906991, 0.5978351336169293]","[0.23071499776904653, -0.6295670450060303, 0.5958625037875631]","[0.1992912461861379, -0.6302296691445106, 0.5895275976883273]",0.0762,0.217585814983765,-0.659907008848467,0.587804488620952,"[0.20475762225261712, -0.6574247783880883, 0.5700286225379017]","[0.22874334656164744, -0.6592711030105515, 0.6231049519435081]"
32,"[0.5051730435936904, -0.23469716449475153, 0.9406692740368087]","[0.5426158884049324, -0.24882736184488083, 0.9196630434568807]","[0.5094518090145685, -0.22448248209623, 0.9572271213098085]",0.08,0.536273371685907,-0.222528704573948,0.943559520352759,"[0.5611160150579101, -0.2506602754165867, 0.94212987847526]","[0.5129352132453863, -0.21770687728532168, 0.9718829270504449]"
33,"[0.7817241142116209, -0.22009505564053894, 0.8037726639531155]","[0.7676938532953483, -0.20726154136444003, 0.7581125670984025]","[0.7788896032060277, -0.23907279632663295, 0.7678550227511935]",0.07747,0.801542757057562,-0.209076784519272,0.770569132461304,"[0.7991874881587041, -0.2314430544366086, 0.7404783687559222]","[0.8005206299918243, -0.18596360375048107, 0.7950647535377428]"
34,"[0.5859495452852334, -0.24225407177689529, 0.17652074841432353]","[0.5887336477362586, -0.20949360878745624, 0.13964418479600896]","[0.5796193549019453, -0.25518672787055735, 0.16058034097933904]",0.0762,0.611302881817773,-0.237885372862401,0.155301899958122,"[0.6008055080441155, -0.24357867802384614, 0.1298630709149812]","[0.6209230618418282, -0.231023469076721, 0.19387512907145737]"
35,"[0.3960922981753652, -0.44070931295491855, 0.5444862140081532]","[0.3857391795783164, -0.46112734395532917, 0.528568866000964]","[0.38785158319779073, -0.4913508879626117, 0.5408602310072365]",0.06860000000000001,0.414863779044712,-0.471889362998413,0.545791193694974,"[0.4123213147957946, -0.4837221106618077, 0.5225085830766696]","[0.41886371121280674, -0.46412646035777816, 0.5692254511866953]"
36,"[0.1818211234720724, -0.8301547713670568, 0.5585523337320332]","[0.19577870682517212, -0.8487116537055251, 0.523257772077663]","[0.22068963699931238, -0.844791895585752, 0.547000846901907]",0.06604,0.194521551066316,-0.838909219642918,0.547501753423075,"[0.17212959978912587, -0.8762273362223896, 0.5408143023909939]","[0.19964941258456292, -0.8411873215566138, 0.5773995686635744]"
37,"[0.35005108569466076, -0.7845293494068375, 0.4502186098993741]","[0.34892443736184237, -0.7378188954168878, 0.4356697068468404]","[0.38217993631441294, -0.7320836084626142, 0.4399175588526773]",0.06731,0.371481305336805,-0.762966166018556,0.439506103990119,"[0.3559930179830976, -0.7678154947944396, 0.41818116562476815]","[0.3881925717954184, -0.7574383922635683, 0.4709517425258677]"
38,"[0.7853023065058673, -0.09289944718387924, 0.5147055410392057]","[0.846644303655198, -0.10206493983458984, 0.4986741189854819]","[0.8430303986594558, -0.05655491819582155, 0.5148210162804229]",0.07493,0.821886519421227,-0.0845035662966100,0.525505440253533,"[0.8141136229125732, -0.08308143620603935, 0.49495787919997686]","[0.8303484796719113, -0.08200410899067755, 0.5636668931617824]"
39,"[0.8485534242461535, -0.00827018591335088, 0.30129092126817575]","[0.7954891967277253, -0.022954223322806777, 0.302283384484942]","[0.8104335905051406, -0.019738489250572658, 0.2583138200196034]",0.07239,0.821815655642033,-0.0180759054254154,0.291397818260578,"[0.8325845665130683, -0.0202445733566404, 0.27176366910598165]","[0.8011924004071657, 0.015223667921886244, 0.3188631131112209]"
40,"[-0.8072297932629056, -0.49433417910569216, 0.10950214203131581]","[-0.8251912177841231, -0.44712708309439747, 0.1288667859552311]","[-0.8206148373961333, -0.49439118590905895, 0.09592223813245124]",0.08128,-0.823812269978231,-0.468901645382944,0.109244581306868,"[-0.8406460086369565, -0.4863844228775339, 0.0882912181299504]","[-0.8431527813652462, -0.4760125244557263, 0.15973882916065169]"
41,"[-0.6785057859897605, -0.4948843530480007, 0.13218109275181567]","[-0.7045312223700407, -0.5365228559875312, 0.10591423468236097]","[-0.7080347203987836, -0.4650450249747116, 0.12345883058888309]",0.08128,-0.704230332583729,-0.501893139558703,0.111846095205271,"[-0.7120026440499181, -0.5171061482700507, 0.09137931304494115]","[-0.7018691455057053, -0.4971959610582479, 0.15853594339308036]"
42,"[-0.5023184097706528, -0.665909823961977, 0.12511383063029477]","[-0.4609295003416806, -0.7151507806983841, 0.1416285613790368]","[-0.4643703472396945, -0.681370480181292, 0.11458528598602288]",0.07112,-0.484703501291988,-0.696204822173411,0.140120571027806,"[-0.48471624147999387, -0.7192928925903895, 0.10157204029407771]","[-0.4912283083381075, -0.6928422178020675, 0.16814085287531427]"
